Name,Link,Price,Display Size,Display Resolution,Processor,OS,SSD,Weight,Detailed Specs
HP 15-AY018CY,https://www.gadgets360.com/hp-15-ay018cy-7340,"₹ 51,646",15.60-inch,1920x1080 pixels,Pentium Dual Core,Windows 10 Home,N/A,N/A,"{'Brand': 'HP', 'Model': '15-AY018CY', 'Model Number': '15-AY018CY', 'Dimensions (mm)': '376.00 x 246.00 x 22.50', 'Weight (kg)': '1.77', 'Colours': 'Black', 'Operating system': 'Windows 10 Home', 'Battery Cell': '3', 'Size': '15.60-inch', 'Resolution': '1920x1080 pixels', 'Touch Screen': 'No', 'Processor': 'Intel Pentium Dual Core', 'Cache': '6MB', 'RAM': '4GB', 'Graphics Processor': 'Intel Integrated UHD Graphics 620', 'Dedicated Graphics': 'No', 'Hard disk': '1TB', 'SSD': 'No', 'Wi-Fi standards supported': '802.11 b/g/n', 'Bluetooth version': '4.2', 'Ethernet': '10/100/1000 Base T', 'Pointer Device': 'Touchpad', 'Touchpad': 'Yes', 'Internal Mic': 'Yes', 'Finger Print Sensor': 'No', 'Number of USB Ports': '3', 'USB Ports': '1 x USB 2.0', 'Multi Card Slot': 'SD Card Reader', 'Mic In': 'Yes', 'RJ45 (LAN)': 'Yes'}"
Dell Inspiron 7378,https://www.gadgets360.com/dell-inspiron-7378-7339,N/A,13.30-inch,1920x1080 pixels,Core i7,Windows 10 Home,N/A,N/A,"{'Brand': 'Dell', 'Model': 'Inspiron 7378', 'Price in India': '₹74,997', 'Model Number': '7378', 'Series': 'Inspiron', 'Dimensions (mm)': '309.60 x 215.70 x 15.50', 'Weight (kg)': '1.45', 'Colours': 'Silver', 'Operating system': 'Windows 10 Home', 'Battery Cell': '3', 'Size': '13.30-inch', 'Resolution': '1920x1080 pixels', 'Touch Screen': 'Yes', 'Processor': 'Intel Core i7', 'Cache': '6MB', 'RAM': '8GB', 'Expandable RAM up to (GB)': '16GB', 'Graphics Processor': 'Intel Integrated UHD Graphics 620', 'Dedicated Graphics': 'No', 'Hard disk': 'No', 'SSD': '256GB', 'Wi-Fi standards supported': '802.11 ac', 'Bluetooth version': '4.2', 'Pointer Device': 'Touchpad', 'Touchpad': 'Yes', 'Internal Mic': 'Yes', 'Speakers': 'Stereo Speakers', 'Finger Print Sensor': 'No', 'Mic In': 'Yes'}"
Dell Latitude E5440,https://www.gadgets360.com/dell-latitude-e5440-7338,N/A,14.00-inch,1366x768 pixels,Core i5,Windows 8.1,N/A,N/A,"{'Brand': 'Dell', 'Model': 'Latitude E5440', 'Price in India': '₹108,076', 'Model Number': 'E5440', 'Series': 'Latitude', 'Dimensions (mm)': '236.00 x 33.80 x 28.00', 'Weight (kg)': '1.95', 'Colours': 'Black', 'Operating system': 'Windows 8.1', 'Size': '14.00-inch', 'Resolution': '1366x768 pixels', 'Touch Screen': 'No', 'Processor': 'Intel Core i5', 'RAM': '4GB', 'Hard disk': '500GB', 'SSD': 'No', 'Wi-Fi standards supported': '802.11 ac', 'Bluetooth version': '4.2', 'Touchpad': 'Yes', 'Internal Mic': 'Yes', 'Finger Print Sensor': 'No', 'Number of USB Ports': '1', 'Multi Card Slot': 'SD Card Reader', 'VGA Port': 'Yes', 'Mic In': 'Yes', 'RJ45 (LAN)': 'Yes', 'RJ11': 'Yes'}"
Dell Latitude E7450,https://www.gadgets360.com/dell-latitude-e7450-7337,"₹ 109,672",14.00-inch,1366x768 pixels,Core i7,Windows 10,No,N/A,"{'Brand': 'Dell', 'Model': 'Latitude E7450', 'Model Number': 'E7450', 'Series': 'Latitude', 'Dimensions (mm)': '482.60 x 210.00 x 7.00', 'Weight (kg)': '2.1', 'Colours': 'Black', 'Operating system': 'Windows 10', 'Size': '14.00-inch', 'Resolution': '1366x768 pixels', 'Processor': 'Intel Core i7', 'RAM': '8GB', 'Hard disk': '256GB', 'SSD': 'No', 'Wi-Fi standards supported': '802.11 ac', 'Bluetooth version': '4.2', 'Touchpad': 'Yes', 'Internal Mic': 'Yes', 'Finger Print Sensor': 'No', 'Number of USB Ports': '1', 'Headphone and Mic Combo Jack': 'Yes', 'Mic In': 'Yes'}"
HP Envy 15-W155NR,https://www.gadgets360.com/hp-envy-15-w155nr-7336,"₹ 74,140",15.60-inch,1920x1080 pixels,Core i7,Windows 10,N/A,N/A,"{'Brand': 'HP', 'Model': 'Envy 15-W155NR', 'Model Number': '15-W155NR', 'Series': 'Envy', 'Dimensions (mm)': '232.00 x 33.70 x 48.51', 'Weight (kg)': '2.35', 'Colours': 'Natural Silver', 'Operating system': 'Windows 10', 'Size': '15.60-inch', 'Resolution': '1920x1080 pixels', 'Touch Screen': 'No', 'Processor': 'Intel Core i7', 'RAM': '8GB', 'Hard disk': '1TB', 'SSD': 'No', 'Wi-Fi standards supported': '802.11 ac', 'Bluetooth version': '4.2', 'Touchpad': 'Yes', 'Internal Mic': 'Yes', 'Finger Print Sensor': 'No', 'Number of USB Ports': '3', 'HDMI Port': 'Standard', 'Multi Card Slot': 'SD Card Reader', 'Mic In': 'Yes'}"
Acer Aspire E ES-ES1-533,https://www.gadgets360.com/acer-aspire-e-es-es1-533-7335,N/A,15.60-inch,1366x768 pixels,Pentium Dual Core,Windows 10,N/A,N/A,"{'Brand': 'Acer', 'Model': 'Aspire E ES-ES1-533', 'Price in India': '₹28,400', 'Model Number': 'ES-ES1-533', 'Series': 'Aspire E', 'Dimensions (mm)': '381.80 x 258.00 x 24.60', 'Weight (kg)': '2.4', 'Colours': 'Black', 'Operating system': 'Windows 10', 'Battery Cell': '3', 'Battery Life (up to hours)': '6.5', 'Size': '15.60-inch', 'Resolution': '1366x768 pixels', 'Touch Screen': 'No', 'Processor': 'Intel Pentium Dual Core N4200', 'Base Clock Speed': '1.1 GHz', 'Cache': '2MB', 'RAM': '4GB', 'Expandable RAM up to (GB)': '8GB', 'Hard disk': '500GB', 'SSD': 'No', 'Wi-Fi standards supported': '802.11 a/b/g/n/ac', 'Bluetooth version': '4', 'Ethernet': 'Gigabit Ethernet', 'Pointer Device': 'Touchpad', 'Touchpad': 'Yes', 'Internal Mic': 'Yes', 'Finger Print Sensor': 'No', 'Number of USB Ports': '2', 'HDMI Port': 'Standard', 'Multi Card Slot': 'SD Card Reader', 'Mic In': 'Yes', 'RJ45 (LAN)': 'Yes'}"
HP AM519TU,https://www.gadgets360.com/hp-am519tu-7334,"₹ 33,890",14.00-inch,1366x768 pixels,Core i3,Windows 10 Home,N/A,N/A,"{'Brand': 'HP', 'Model': 'AM519TU', 'Price in India': '₹33,890', 'Model Number': 'AM519TU', 'Colours': 'Turbo Silver', 'Operating system': 'Windows 10 Home', 'Battery Life (up to hours)': '5', 'Size': '14.00-inch', 'Resolution': '1366x768 pixels', 'Touch Screen': 'No', 'Processor': 'Intel Core i3 6th Gen', 'RAM': '4GB', 'Graphics Processor': 'Intel Integrated HD Graphics 520', 'Dedicated Graphics': 'No', 'Hard disk': 'No', 'SSD': 'No', 'Wi-Fi standards supported': '802.11 b/g/n', 'Bluetooth version': '4', 'Ethernet': '10/100 Base T', 'Internal Mic': 'Yes', 'Finger Print Sensor': 'No'}"
Asus F200MA-KX599B,https://www.gadgets360.com/asus-f200ma-kx599b-7333,"₹ 15,494",11.60-inch,1366x768 pixels,Pentium Dual Core,Windows 8,N/A,N/A,"{'Brand': 'Asus', 'Model': 'F200MA-KX599B', 'Price in India': '₹15,494', 'Model Number': 'F200MA-KX599B', 'Weight (kg)': '2.1', 'Colours': 'Black', 'Operating system': 'Windows 8', 'Size': '11.60-inch', 'Resolution': '1366x768 pixels', 'Touch Screen': 'Yes', 'Processor': 'Intel Pentium Dual Core', 'RAM': '2GB', 'Hard disk': '500GB', 'SSD': 'No', 'Wi-Fi standards supported': '802.11 ac', 'Bluetooth version': '4.2', 'Touchpad': 'Yes', 'Internal Mic': 'Yes', 'Finger Print Sensor': 'No', 'Number of USB Ports': '3', 'Multi Card Slot': 'SD Card Reader', 'Mic In': 'Yes', 'RJ45 (LAN)': 'Yes', 'RJ11': 'Yes'}"
Acer One 10 S1002,https://www.gadgets360.com/acer-one-10-s1002-7332,"₹ 22,494",10.10-inch,1280x800 pixels,Atom Quad Core,Windows 10,N/A,N/A,"{'Brand': 'Acer', 'Model': 'One 10 S1002', 'Price in India': '₹22,494', 'Model Number': 'S1002', 'Series': 'One 10', 'Weight (kg)': '1.19', 'Colours': 'Black', 'Operating system': 'Windows 10', 'Battery Cell': '2', 'Battery Life (up to hours)': '8', 'Size': '10.10-inch', 'Resolution': '1280x800 pixels', 'Touch Screen': 'Yes', 'Processor': 'Intel Atom Quad Core 5th Gen Z3735F', 'Base Clock Speed': '1.33 GHz', 'Cache': '2MB', 'RAM': '2GB', 'Graphics Processor': 'Intel Integrated HD Graphics', 'Dedicated Graphics': 'No', 'Hard disk': '32GB', 'SSD': 'No', 'Wi-Fi standards supported': '802.11 b/g/n', 'Bluetooth version': '4', 'Web Camera': 'Yes', 'Pointer Device': 'Touchpad', 'Touchpad': 'Yes', 'Internal Mic': 'Yes', 'Finger Print Sensor': 'No', 'Number of USB Ports': '1', 'USB Ports': '1 x USB 2.0', 'Multi Card Slot': '1 Micro SD Card Reader'}"
Asus X540SA-XX383T,https://www.gadgets360.com/asus-x540sa-xx383t-7331,"₹ 17,143",15.60-inch,1920x1080 pixels,Pentium Dual Core,Windows 10,N/A,N/A,"{'Brand': 'Asus', 'Model': 'X540SA-XX383T', 'Price in India': '₹17,143', 'Model Number': 'X540SA-XX383T', 'Dimensions (mm)': '252.00 x 38.10 x 25.00', 'Weight (kg)': '2', 'Colours': 'Black', 'Operating system': 'Windows 10', 'Size': '15.60-inch', 'Resolution': '1920x1080 pixels', 'Touch Screen': 'No', 'Processor': 'Intel Pentium Dual Core', 'RAM': '4GB', 'Hard disk': '500GB', 'SSD': 'No', 'Wi-Fi standards supported': '802.11 ac', 'Bluetooth version': '4.2', 'Touchpad': 'Yes', 'Internal Mic': 'Yes', 'Finger Print Sensor': 'No', 'Number of USB Ports': '2', 'Multi Card Slot': 'SD Card Reader', 'Mic In': 'Yes'}"
Apple MacBook Pro,https://www.gadgets360.com/apple-macbook-pro-7330,N/A,13.30-inch,2560x1600 pixels,Core i5,macOS,N/A,N/A,"{'Brand': 'Apple', 'Model': 'MacBook Pro', 'Price in India': '₹159,900', 'Series': 'MacBook Pro', 'Dimensions (mm)': '304.10 x 212.40 x 14.90', 'Weight (kg)': '1.37', 'Colours': 'Space Grey', 'Operating system': 'macOS', 'Battery Life (up to hours)': '10', 'Size': '13.30-inch', 'Resolution': '2560x1600 pixels', 'Touch Screen': 'No', 'Processor': 'Intel Core i5 7th Gen', 'Base Clock Speed': '2.3 GHz', 'RAM': '12GB', 'Hard disk': 'No', 'SSD': '512GB', 'Wi-Fi standards supported': '802.11 ac', 'Bluetooth version': '4.2', 'Web Camera': 'Yes', 'Pointer Device': 'Touchpad', 'Touchpad': 'Yes', 'Internal Mic': 'Yes', 'Speakers': 'Stereo Speakers', 'Finger Print Sensor': 'No', 'Number of USB Ports': '2', 'USB Ports': '2 x USB 3.0', 'Mic In': 'Yes'}"
Apple MacBook Pro MNQF2LL/A,https://www.gadgets360.com/apple-macbook-pro-mnqf2ll-a-7329,"₹ 162,390",13.30-inch,2560x1600 pixels,Core i5,macOS,N/A,N/A,"{'Brand': 'Apple', 'Model': 'MacBook Pro MNQF2LL/A', 'Price in India': '₹1,62,390', 'Model Number': 'MNQF2LL/A', 'Series': 'MacBook Pro', 'Dimensions (mm)': '304.10 x 212.40 x 14.90', 'Weight (kg)': '1.37', 'Colours': 'Silver', 'Operating system': 'macOS', 'Battery Life (up to hours)': '10', 'Size': '13.30-inch', 'Resolution': '2560x1600 pixels', 'Touch Screen': 'No', 'Processor': 'Intel Core i5 7th Gen', 'Base Clock Speed': '2.3 GHz', 'RAM': '8GB', 'Hard disk': 'No', 'SSD': '512GB', 'Wi-Fi standards supported': '802.11 ac', 'Bluetooth version': '4.2', 'Web Camera': 'Yes', 'Pointer Device': 'Touchpad', 'Touchpad': 'Yes', 'Internal Mic': 'Yes', 'Speakers': 'Stereo Speakers', 'Finger Print Sensor': 'No', 'Number of USB Ports': '2', 'USB Ports': '2 x USB 3.0', 'Mic In': 'Yes'}"
Asus R558UQ,https://www.gadgets360.com/asus-r558uq-7328,"₹ 19,244",15.60-inch,1920x1080 pixels,Core i5,Windows 10,N/A,N/A,"{'Brand': 'Asus', 'Model': 'R558UQ', 'Price in India': '₹19,244', 'Model Number': 'R558UQ', 'Dimensions (mm)': '382.00 x 256.00 x 25.50', 'Weight (kg)': '2.2', 'Colours': 'Black', 'Operating system': 'Windows 10', 'Size': '15.60-inch', 'Resolution': '1920x1080 pixels', 'Touch Screen': 'No', 'Processor': 'Intel Core i5 7th Gen 7200U', 'Base Clock Speed': '2.5 GHz', 'Cache': '3MB', 'RAM': '8GB', 'RAM Slots': '1', 'Expandable RAM up to (GB)': '12GB', 'Graphics Processor': 'Nvidia GeForce 940MX', 'Dedicated Graphic Memory Type': 'GDDR3', 'Hard disk': '1TB', 'SSD': 'No', 'Wi-Fi standards supported': '802.11 ac', 'Bluetooth version': '4', 'Ethernet': '10/100/1000 Base T', 'Web Camera': '0.3-megapixel', 'Pointer Device': 'Touchpad', 'Touchpad': 'Yes', 'Internal Mic': 'Yes', 'Speakers': 'Yes', 'Finger Print Sensor': 'No', 'Number of USB Ports': '3', 'USB Ports': '1 x USB 2.0, 1 x USB 3.0', 'VGA Port': 'Yes', 'Mic In': 'Yes', 'RJ45 (LAN)': 'Yes'}"
Acer Spin 7,https://www.gadgets360.com/acer-spin-7-7327,"₹ 98,790",14.00-inch,N/A,Core i7,Windows 10,256GB,N/A,"{'Brand': 'Acer', 'Model': 'Spin 7', 'Price in India': '₹98,790', 'Model Number': '7', 'Series': 'Spin', 'Colours': 'Black', 'Operating system': 'Windows 10', 'Battery Cell': '4', 'Battery Life (up to hours)': '8', 'Size': '14.00-inch', 'Touch Screen': 'Yes', 'Processor': 'Intel Core i7 7th Gen 7Y75', 'Base Clock Speed': '1.33 GHz', 'Cache': '4MB', 'RAM': '8GB', 'Graphics Processor': 'Intel Integrated HD Graphics', 'Dedicated Graphics': 'No', 'Hard disk': 'No', 'SSD': '256GB', 'Wi-Fi standards supported': '802.11 a/b/g/n/ac', 'Bluetooth version': '4.1', 'Pointer Device': 'Touchpad', 'Touchpad': 'Yes', 'Internal Mic': 'Yes', 'Speakers': 'Yes', 'Finger Print Sensor': 'No', 'Number of USB Ports': '2', 'Mic In': 'Yes'}"
Asus X541UA-DM1232T,https://www.gadgets360.com/asus-x541ua-dm1232t-7326,N/A,15.60-inch,1920x1080 pixels,Core i3,Windows 10,N/A,N/A,"{'Brand': 'Asus', 'Model': 'X541UA-DM1232T', 'Price in India': '₹31,490', 'Model Number': 'X541UA-DM1232T', 'Dimensions (mm)': '311.00 x 50.80 x 6.30', 'Weight (kg)': '2.78', 'Colours': 'Black', 'Operating system': 'Windows 10', 'Size': '15.60-inch', 'Resolution': '1920x1080 pixels', 'Touch Screen': 'No', 'Processor': 'Intel Core i3', 'RAM': '4GB', 'Hard disk': '1TB', 'SSD': 'No', 'Wi-Fi standards supported': '802.11 ac', 'Bluetooth version': '4.2', 'Touchpad': 'Yes', 'Internal Mic': 'Yes', 'Finger Print Sensor': 'No', 'Number of USB Ports': '2', 'HDMI Port': 'Standard', 'Multi Card Slot': 'SD Card Reader', 'VGA Port': 'Yes', 'Mic In': 'Yes', 'RJ45 (LAN)': 'Yes', 'RJ11': 'Yes'}"
Apple MacBook Pro MPXQ2/R2,https://www.gadgets360.com/apple-macbook-pro-mpxq2-r2-7325,"₹ 52,450",13.30-inch,2560x1600 pixels,Core i5,macOS,N/A,N/A,"{'Brand': 'Apple', 'Model': 'MacBook Pro MPXQ2/R2', 'Price in India': '₹52,450', 'Model Number': 'MPXQ2/R2', 'Series': 'MacBook Pro', 'Dimensions (mm)': '304.10 x 212.40 x 14.90', 'Weight (kg)': '1.37', 'Colours': 'Space Grey', 'Operating system': 'macOS', 'Battery Life (up to hours)': '10', 'Size': '13.30-inch', 'Resolution': '2560x1600 pixels', 'Touch Screen': 'No', 'Processor': 'Intel Core i5 7th Gen', 'Base Clock Speed': '2.3 GHz', 'RAM': '8GB', 'Hard disk': 'No', 'SSD': '128GB', 'Wi-Fi standards supported': '802.11 ac', 'Bluetooth version': '4.2', 'Web Camera': 'Yes', 'Pointer Device': 'Touchpad', 'Touchpad': 'Yes', 'Internal Mic': 'Yes', 'Speakers': 'Stereo Speakers', 'Finger Print Sensor': 'No', 'Number of USB Ports': '2', 'USB Ports': '2 x USB 3.0', 'Mic In': 'Yes'}"
Apple MacBook MJY42HN/A,https://www.gadgets360.com/apple-macbook-mjy42hn-a-7324,N/A,12.00-inch,1366x768 pixels,N/A,macOS,512GB,N/A,"{'Brand': 'Apple', 'Model': 'MacBook MJY42HN/A', 'Price in India': '₹109,990', 'Model Number': 'MJY42HN/A', 'Series': 'MacBook', 'Dimensions (mm)': '300.00 x 192.00 x 17.00', 'Weight (kg)': '1.08', 'Colours': 'Space Grey', 'Operating system': 'macOS', 'Size': '12.00-inch', 'Resolution': '1366x768 pixels', 'Touch Screen': 'No', 'Cache': '6MB', 'RAM': '8GB', 'RAM Slots': '1', 'Expandable RAM up to (GB)': '8GB', 'Hard disk': 'No', 'SSD': '512GB', 'Wi-Fi standards supported': '802.11 a/b/g/n/ac', 'Bluetooth version': '4', 'Pointer Device': 'Touchpad', 'Touchpad': 'Yes', 'Internal Mic': 'Yes', 'Speakers': 'Stereo Speakers', 'Finger Print Sensor': 'No', 'Number of USB Ports': '2', 'USB Ports': '2 x USB 3.0', 'Mic In': 'Yes', 'RJ45 (LAN)': 'Yes'}"
Acer Gateway NE-571,https://www.gadgets360.com/acer-gateway-ne-571-7323,"₹ 24,490",15.60-inch,1366x768 pixels,Core i3,Linux,N/A,N/A,"{'Brand': 'Acer', 'Model': 'Gateway NE-571', 'Price in India': '₹24,490', 'Model Number': 'NE-571', 'Series': 'Gateway', 'Dimensions (mm)': '381.60 x 258.00 x 27.15', 'Weight (kg)': '2.4', 'Colours': 'Black', 'Operating system': 'Linux', 'Battery Cell': '3', 'Battery Life (up to hours)': '6', 'Size': '15.60-inch', 'Resolution': '1366x768 pixels', 'Touch Screen': 'No', 'Processor': 'Intel Core i3 5th Gen 5005U', 'Base Clock Speed': '2 GHz', 'Cache': '3MB', 'RAM': '4GB', 'RAM Slots': '2', 'Expandable RAM up to (GB)': '16GB', 'Graphics Processor': 'Intel Integrated HD Graphics 5500', 'Dedicated Graphics': 'No', 'Hard disk': '1TB', 'SSD': 'No', 'Wi-Fi standards supported': '802.11 b/g/n', 'Bluetooth version': '4', 'Ethernet': 'Gigabit Ethernet', 'Pointer Device': 'Touchpad', 'Touchpad': 'Yes', 'Internal Mic': 'Yes', 'Speakers': 'Stereo Speakers', 'Finger Print Sensor': 'No', 'Number of USB Ports': '2', 'USB Ports': '2 x USB 2.0', 'HDMI Port': 'Standard', 'Multi Card Slot': 'SD Card Reader', 'RJ45 (LAN)': 'Yes'}"
Dell Y569952HIN9,https://www.gadgets360.com/dell-y569952hin9-7322,"₹ 153,990",15.60-inch,1920x1080 pixels,Core i7,Windows 10,N/A,N/A,"{'Brand': 'Dell', 'Model': 'Y569952HIN9', 'Price in India': '₹1,53,990', 'Model Number': 'Y569952HIN9', 'Dimensions (mm)': '424.00 x 332.00 x 29.90', 'Weight (kg)': '3.2', 'Colours': 'Grey', 'Operating system': 'Windows 10', 'Battery Life (up to hours)': '10', 'Size': '15.60-inch', 'Resolution': '1920x1080 pixels', 'Touch Screen': 'No', 'Processor': 'Intel Core i7 7th Gen 7700HQ', 'Cache': '6MB', 'RAM': '16GB', 'RAM Slots': '2', 'Graphics Processor': 'Nvidia GeForce GTX 1070', 'Dedicated Graphic Memory Type': 'GDDR5', 'Hard disk': 'No', 'SSD': 'No', 'Wi-Fi standards supported': '802.11 ac', 'Bluetooth version': '4.1', 'Ethernet': 'Gigabit Ethernet', 'Pointer Device': 'Touchpad', 'Touchpad': 'Yes', 'Internal Mic': 'Yes', 'Speakers': 'Yes', 'Finger Print Sensor': 'No', 'Number of USB Ports': '4', 'USB Ports': '2 x USB 3.0, 1 x USB 3.0 (Type C)', 'Multi Card Slot': '1 Micro SD Card Reader', 'Mic In': 'Yes', 'RJ45 (LAN)': 'Yes'}"
Dell Inspiron 15R N5110,https://www.gadgets360.com/dell-inspiron-15r-n5110-7321,"₹ 24,994",15.60-inch,1920x1080 pixels,Core i3,Windows 7,N/A,N/A,"{'Brand': 'Dell', 'Model': 'Inspiron 15R N5110', 'Price in India': '₹24,994', 'Model Number': '15R N5110', 'Series': 'Inspiron', 'Weight (kg)': '3.1', 'Colours': 'Black', 'Operating system': 'Windows 7', 'Size': '15.60-inch', 'Resolution': '1920x1080 pixels', 'Touch Screen': 'No', 'Processor': 'Intel Core i3', 'RAM': '2GB', 'Hard disk': '500GB', 'SSD': 'No', 'Wi-Fi standards supported': '802.11 n/ac', 'Bluetooth version': '4.2', 'Touchpad': 'Yes', 'Internal Mic': 'Yes', 'Finger Print Sensor': 'No', 'Number of USB Ports': '3', 'HDMI Port': 'Standard', 'Multi Card Slot': 'SD Card Reader', 'Mic In': 'Yes', 'RJ45 (LAN)': 'Yes'}"
Asus UX305UA-FC048T,https://www.gadgets360.com/asus-ux305ua-fc048t-7320,"₹ 59,990",13.30-inch,1920x1080 pixels,Core i5,Windows 10 Home,N/A,N/A,"{'Brand': 'Asus', 'Model': 'UX305UA-FC048T', 'Price in India': '₹59,990', 'Model Number': 'UX305UA-FC048T', 'Dimensions (mm)': '324.00 x 226.00 x 16.00', 'Weight (kg)': '1.3', 'Colours': 'Gold', 'Operating system': 'Windows 10 Home', 'Battery Cell': '3', 'Size': '13.30-inch', 'Resolution': '1920x1080 pixels', 'Touch Screen': 'No', 'Processor': 'Intel Core i5 6th Gen 6200U', 'Base Clock Speed': '2.3 GHz', 'Cache': '3MB', 'RAM': '8GB', 'Expandable RAM up to (GB)': '8GB', 'Graphics Processor': 'Intel Integrated HD Graphics 520', 'Dedicated Graphics': 'No', 'Hard disk': 'No', 'SSD': '512GB', 'Wi-Fi standards supported': '802.11 b/g/n', 'Bluetooth version': '4', 'Ethernet': '10/100', 'Pointer Device': 'Touchpad', 'Touchpad': 'Yes', 'Internal Mic': 'Yes', 'Speakers': 'Yes', 'Finger Print Sensor': 'No', 'Number of USB Ports': '3', 'USB Ports': '1 x USB 2.0, 2 x USB 3.0', 'HDMI Port': 'Standard', 'Multi Card Slot': 'SDXC Card Reader', 'Mic In': 'Yes'}"
Asus X205TA-FD0077TS,https://www.gadgets360.com/asus-x205ta-fd0077ts-7319,"₹ 15,898",11.60-inch,1366x768 pixels,N/A,Windows 10,No,N/A,"{'Brand': 'Asus', 'Model': 'X205TA-FD0077TS', 'Price in India': '₹15,898', 'Model Number': 'X205TA-FD0077TS', 'Dimensions (mm)': '286.00 x 193.00 x 17.50', 'Weight (kg)': '0.9', 'Colours': 'Red', 'Operating system': 'Windows 10', 'Battery Cell': '2', 'Battery Life (up to hours)': '12', 'Size': '11.60-inch', 'Resolution': '1366x768 pixels', 'Touch Screen': 'No', 'Cache': '2MB', 'RAM': '2GB', 'RAM Slots': '1', 'Hard disk': '32GB', 'SSD': 'No', 'Wi-Fi standards supported': '802.11 a/g/n/ac', 'Bluetooth version': '4', 'Pointer Device': 'Touchpad', 'Touchpad': 'Yes', 'Internal Mic': 'Yes', 'Speakers': 'Yes', 'Finger Print Sensor': 'No', 'Number of USB Ports': '2', 'USB Ports': '2 x USB 2.0', 'HDMI Port': 'Micro', 'Mic In': 'Yes'}"
Asus E402MA-WX0073T,https://www.gadgets360.com/asus-e402ma-wx0073t-7318,"₹ 21,999",14.00-inch,1366x768 pixels,Pentium Dual Core,Windows 10,N/A,N/A,"{'Brand': 'Asus', 'Model': 'E402MA-WX0073T', 'Price in India': '₹21,999', 'Model Number': 'E402MA-WX0073T', 'Dimensions (mm)': '235.00 x 33.90 x 22.00', 'Weight (kg)': '1.65', 'Colours': 'Blue', 'Operating system': 'Windows 10', 'Size': '14.00-inch', 'Resolution': '1366x768 pixels', 'Touch Screen': 'No', 'Processor': 'Intel Pentium Dual Core', 'RAM': '2GB', 'Hard disk': '500GB', 'SSD': 'No', 'Wi-Fi standards supported': '802.11 ac', 'Bluetooth version': '4.2', 'Touchpad': 'Yes', 'Internal Mic': 'Yes', 'Finger Print Sensor': 'No', 'Number of USB Ports': '2', 'Multi Card Slot': 'SD Card Reader', 'Mic In': 'Yes', 'RJ45 (LAN)': 'Yes', 'RJ11': 'Yes'}"
Asus X553MA-BING-XX543B,https://www.gadgets360.com/asus-x553ma-bing-xx543b-7317,"₹ 20,190",15.60-inch,1366x768 pixels,Celeron Dual Core,Windows 8.1,N/A,N/A,"{'Brand': 'Asus', 'Model': 'X553MA-BING-XX543B', 'Price in India': '₹20,190', 'Model Number': 'X553MA-BING-XX543B', 'Dimensions (mm)': '380.00 x 258.00 x 25.30', 'Weight (kg)': '2.1', 'Colours': 'Black', 'Operating system': 'Windows 8.1', 'Battery Cell': '2', 'Size': '15.60-inch', 'Resolution': '1366x768 pixels', 'Touch Screen': 'No', 'Processor': 'Intel Celeron Dual Core 4th Gen N2930', 'Base Clock Speed': '1.83 GHz', 'Cache': '2MB', 'RAM': '2GB', 'RAM Slots': '1', 'Expandable RAM up to (GB)': '8GB', 'Graphics Processor': 'Intel Integrated HD Graphics', 'Dedicated Graphics': 'No', 'Hard disk': '500GB', 'SSD': 'No', 'Wi-Fi standards supported': '802.11 b/g/n', 'Bluetooth version': '4', 'Ethernet': '10/100', 'Pointer Device': 'Touchpad', 'Touchpad': 'Yes', 'Internal Mic': 'Yes', 'Speakers': 'Yes', 'Finger Print Sensor': 'No', 'Number of USB Ports': '2', 'USB Ports': '1 x USB 2.0, 1 x USB 3.0', 'HDMI Port': 'Standard', 'VGA Port': 'Yes', 'Mic In': 'Yes', 'RJ45 (LAN)': 'Yes'}"
Asus EeeBook E202SA,https://www.gadgets360.com/asus-eeebook-e202sa-7316,"₹ 19,290",11.60-inch,1366x768 pixels,Celeron Dual Core,Windows 10,N/A,N/A,"{'Brand': 'Asus', 'Model': 'EeeBook E202SA', 'Price in India': '₹19,290', 'Model Number': 'E202SA', 'Series': 'EeeBook', 'Dimensions (mm)': '297.00 x 194.00 x 21.40', 'Weight (kg)': '1.25', 'Colours': 'White', 'Operating system': 'Windows 10', 'Battery Cell': '3', 'Size': '11.60-inch', 'Resolution': '1366x768 pixels', 'Touch Screen': 'No', 'Processor': 'Intel Celeron Dual Core N3050', 'Base Clock Speed': '1.6 GHz', 'RAM': '2GB', 'Graphics Processor': 'Intel Integrated HD Graphics', 'Dedicated Graphics': 'No', 'Hard disk': '500GB', 'SSD': 'No', 'Wi-Fi standards supported': '802.11 ac', 'Bluetooth version': '4', 'Pointer Device': 'Touchpad', 'Touchpad': 'Yes', 'Internal Mic': 'Yes', 'Speakers': 'Yes', 'Finger Print Sensor': 'No', 'Number of USB Ports': '3', 'USB Ports': '1 x USB 2.0, 1 x USB 3.0, 1 x USB 3.1 Gen 1 (Type C)', 'HDMI Port': 'Standard', 'Multi Card Slot': 'SDXC Card Reader'}"
