Name,Link,Price,Display Size,Display Resolution,Processor,OS,SSD,Weight
AGB Orion ZQ1608,https://www.gadgets360.com/agb-orion-zq1608-6877,"₹ 85,000",14.00-inch,1920x1080 pixels,Core i7,Windows 10,N/A,N/A
AGB Tiara 2403-R,https://www.gadgets360.com/agb-tiara-2403-r-6876,"₹ 71,999",15.60-inch,1920x1080 pixels,Core i7,Windows 10,N/A,N/A
AGB Orion RA3110,https://www.gadgets360.com/agb-orion-ra3110-6875,N/A,14.00-inch,N/A,Core i7,Windows 10,N/A,N/A
Asus VivoBook Max A541UV-DM978,https://www.gadgets360.com/asus-vivobook-max-a541uv-dm978-6874,"₹ 35,000",15.60-inch,1920x1080 pixels,Core i3,DOS,N/A,N/A
Asus VivoBook Max A541UV-DM977,https://www.gadgets360.com/asus-vivobook-max-a541uv-dm977-6873,"₹ 34,000",15.60-inch,1920x1080 pixels,Core i3,DOS,N/A,N/A
Asus VivoBook S15 S510UN-BQ151T,https://www.gadgets360.com/asus-vivobook-s15-s510un-bq151t-6872,"₹ 69,299",15.60-inch,1920x1080 pixels,Core i7,Windows 10 Home,N/A,N/A
Asus EeeBook E402MA-BING-WX0017B,https://www.gadgets360.com/asus-eeebook-e402ma-bing-wx0017b-6871,"₹ 21,890",11.60-inch,1366x768 pixels,Pentium Dual Core,Windows 8 Professional,N/A,N/A
Asus X X541UA-DM1232D,https://www.gadgets360.com/asus-x-x541ua-dm1232d-6870,"₹ 27,490",15.60-inch,1920x1080 pixels,Core i3,DOS,N/A,N/A
Asus VivoBook S15 S510UN-BQ139T,https://www.gadgets360.com/asus-vivobook-s15-s510un-bq139t-6869,"₹ 82,500",15.60-inch,1920x1080 pixels,Core i7,Windows 10,N/A,N/A
Asus X X541UA-DM1358D,https://www.gadgets360.com/asus-x-x541ua-dm1358d-6868,"₹ 29,990",15.60-inch,1920x1080 pixels,Core i3,DOS,N/A,N/A
Asus X X541UA-DM1232T,https://www.gadgets360.com/asus-x-x541ua-dm1232t-6867,"₹ 28,990",15.60-inch,1920x1080 pixels,Core i3,Windows 10 Home,N/A,N/A
Asus FX553VD-DM013,https://www.gadgets360.com/asus-fx553vd-dm013-6865,N/A,15.60-inch,1920x1080 pixels,Core i7,Endless,N/A,N/A
Dell AW17R3-3758SLV,https://www.gadgets360.com/dell-aw17r3-3758slv-6864,N/A,17.30-inch,1920x1080 pixels,Core i7,Windows 10,No,N/A
Asus ZenBook 3 UX490UA-XS74-BL,https://www.gadgets360.com/asus-zenbook-3-ux490ua-xs74-bl-6863,N/A,14.00-inch,N/A,Core i7,Windows 10 Professional,512GB,N/A
Asus ZenBook X310UQ,https://www.gadgets360.com/asus-zenbook-x310uq-6861,"₹ 59,990",13.30-inch,1920x1080 pixels,Core i5,Windows 10,N/A,N/A
Acer Aspire SW110-1CT,https://www.gadgets360.com/acer-aspire-sw110-1ct-6860,N/A,10.10-inch,1280x800 pixels,Atom Quad Core,Windows 10 Home,N/A,N/A
AGB Octev AG1208,https://www.gadgets360.com/agb-octev-ag1208-6859,N/A,15.60-inch,1920x1080 pixels,Core i7,Windows 10,N/A,N/A
Asus FX550IU-WSFX,https://www.gadgets360.com/asus-fx550iu-wsfx-6857,N/A,15.60-inch,N/A,APU Quad Core,Windows 10,128GB,N/A
HP Pavilion 15-AU010,https://www.gadgets360.com/hp-pavilion-15-au010-6856,"₹ 75,112",15.60-inch,1366x768 pixels,Core i7,Windows 10,N/A,N/A
AGB Tiara 1210-V,https://www.gadgets360.com/agb-tiara-1210-v-6855,N/A,15.60-inch,N/A,Core i7,Windows 10,256GB,N/A
Dell Inspiron 5558-5003BLK,https://www.gadgets360.com/dell-inspiron-5558-5003blk-6853,N/A,15.60-inch,N/A,Core i7,Windows 10,No,N/A
Gigabyte Aero 14KV7-BK4,https://www.gadgets360.com/gigabyte-aero-14kv7-bk4-6852,N/A,14.00-inch,2560x1440 pixels,Core i7,Windows 10,No,N/A
HP ProBook 430-G3,https://www.gadgets360.com/hp-probook-430-g3-6851,"₹ 62,411",13.30-inch,1366x768 pixels,Core i3,Windows 7,N/A,N/A
HP 15-BE016TU,https://www.gadgets360.com/hp-15-be016tu-6848,N/A,15.60-inch,1366x768 pixels,Core i3,DOS,N/A,N/A
Asus VivoBook Pro N580VD-FI418T,https://www.gadgets360.com/asus-vivobook-pro-n580vd-fi418t-6847,N/A,15.60-inch,3840x2160 pixels,Core i7,Windows 10,N/A,N/A
HP Pavilion 17-G148DX,https://www.gadgets360.com/hp-pavilion-17-g148dx-6845,"₹ 82,854",15.60-inch,1600x900 pixels,Core i3,Windows 10,N/A,N/A
HP 15-BU004TU,https://www.gadgets360.com/hp-15-bu004tu-6844,"₹ 27,995",15.60-inch,1920x1080 pixels,Core i3,DOS,N/A,N/A
Dell XPS 13 5378,https://www.gadgets360.com/dell-xps-13-5378-6842,"₹ 107,633",13.30-inch,1920x1080 pixels,Core i5,Windows 10,N/A,N/A
HP Pavilion 17T,https://www.gadgets360.com/hp-pavilion-17t-6841,"₹ 78,206",17.30-inch,2160x1440 pixels,Core i5,Windows 10,N/A,N/A
HP 15-AC143DX,https://www.gadgets360.com/hp-15-ac143dx-6838,"₹ 43,234",15.60-inch,1920x1080 pixels,Core i3,Windows 10,N/A,N/A
Dell Latitude 3379,https://www.gadgets360.com/dell-latitude-3379-6837,N/A,13.30-inch,1366x768 pixels,APU Quad Core,Windows 10,N/A,N/A
Acer Aspire One A114-31-C5GM,https://www.gadgets360.com/acer-aspire-one-a114-31-c5gm-6836,N/A,14.00-inch,N/A,Celeron Dual Core,Windows 10,No,N/A
MSI GE63VR,https://www.gadgets360.com/msi-ge63vr-6835,N/A,15.60-inch,1920x1080 pixels,Core i7,Windows 10 Home,N/A,N/A
Asus X540YA-XO106T,https://www.gadgets360.com/asus-x540ya-xo106t-6834,N/A,15.60-inch,1366x768 pixels,APU Quad Core A8,Windows 10 Home,N/A,N/A
HP 15Q-BU009TU,https://www.gadgets360.com/hp-15q-bu009tu-6833,N/A,15.60-inch,1366x768 pixels,APU Quad Core,DOS,N/A,N/A
Asus A555LA-XX2562T,https://www.gadgets360.com/asus-a555la-xx2562t-6832,N/A,15.60-inch,1366x768 pixels,Core i3,Windows 10,N/A,N/A
Asus ROG Strix GL553VE-FY168T,https://www.gadgets360.com/asus-rog-strix-gl553ve-fy168t-6830,"₹ 78,189",15.60-inch,1920x1080 pixels,Core i7,Windows 10,N/A,N/A
Acer Aspire E ES1-572-38KV,https://www.gadgets360.com/acer-aspire-e-es1-572-38kv-6829,"₹ 25,999",15.60-inch,1366x768 pixels,Core i3,Linux,N/A,N/A
HP Imprint 15-BS541TU,https://www.gadgets360.com/hp-imprint-15-bs541tu-6825,N/A,15.60-inch,1366x768 pixels,Core i3,Windows 10 Home,N/A,N/A
HP 15-BS539TU,https://www.gadgets360.com/hp-15-bs539tu-6824,"₹ 38,037",15.60-inch,1366x768 pixels,Core i5,Windows 10,N/A,N/A
Asus ZenBook UX330UA-AH55,https://www.gadgets360.com/asus-zenbook-ux330ua-ah55-6823,"₹ 86,799",13.30-inch,3200x1800 pixels,Core i5,Windows 10,N/A,N/A
HP Pavilion X360 11-AD023TU,https://www.gadgets360.com/hp-pavilion-x360-11-ad023tu-6822,N/A,11.60-inch,N/A,Core i3,Windows 10 Home,N/A,N/A
Asus VivoBook K570UD-DS74,https://www.gadgets360.com/asus-vivobook-k570ud-ds74-6821,N/A,15.60-inch,1920x1080 pixels,Core i7,Windows 10,N/A,N/A
Asus VivoBook Max,https://www.gadgets360.com/asus-vivobook-max-6820,"₹ 35,452",15.60-inch,1920x1080 pixels,Celeron Dual Core,Windows 10 Home,N/A,N/A
HP ProBook 455,https://www.gadgets360.com/hp-probook-455-6819,"₹ 76,501",15.60-inch,1366x768 pixels,APU Quad Core A10,Windows 10,N/A,N/A
Acer ChromeBook,https://www.gadgets360.com/acer-chromebook-6818,N/A,14.00-inch,1366x768 pixels,Celeron Dual Core,Chrome OS,N/A,N/A
Asus ROG Strix Hero Edition GL503VD-DB74,https://www.gadgets360.com/asus-rog-strix-hero-edition-gl503vd-db74-6817,N/A,15.60-inch,1920x1080 pixels,Core i7,Windows 10,N/A,N/A
Asus S510UN-BQ132T,https://www.gadgets360.com/asus-s510un-bq132t-6816,N/A,15.60-inch,1920x1080 pixels,Core i7,Windows 10,N/A,N/A
Acer Predator GX21-71,https://www.gadgets360.com/acer-predator-gx21-71-6815,"₹ 699,999",N/A,2560x1080 pixels,Core i7,Windows 10 Home,No,N/A
Acer Aspire E E5,https://www.gadgets360.com/acer-aspire-e-e5-6814,N/A,17.30-inch,1920x1080 pixels,Core i5,Windows 10,N/A,N/A
Dell Inspiron 7000 7573,https://www.gadgets360.com/dell-inspiron-7000-7573-6813,"₹ 75,000",15.60-inch,1920x1080 pixels,Core i7,Windows 10 Home,N/A,N/A
Asus FX503VD-WH51,https://www.gadgets360.com/asus-fx503vd-wh51-6812,"₹ 102,728",15.60-inch,1920x1080 pixels,Core i5,Windows 10,N/A,N/A
HP Envy x360 15-W267CL,https://www.gadgets360.com/hp-envy-x360-15-w267cl-6809,"₹ 104,301",15.60-inch,1920x1080 pixels,Core i7,N/A,No,N/A
MSI Stealth GS63-062,https://www.gadgets360.com/msi-stealth-gs63-062-6808,N/A,15.60-inch,1920x1080 pixels,Core i7,Windows 10 Home,N/A,N/A
MSI Stealth GS63-060,https://www.gadgets360.com/msi-stealth-gs63-060-6807,N/A,15.60-inch,1920x1080 pixels,Core i7,Windows 10 Home,N/A,N/A
HP 15-AY564TU,https://www.gadgets360.com/hp-15-ay564tu-6806,N/A,15.60-inch,1920x1080 pixels,Core i3,DOS,N/A,N/A
Lenovo ThinkPad Yoga 260,https://www.gadgets360.com/lenovo-thinkpad-yoga-260-6805,N/A,12.50-inch,1366x768 pixels,Core i5,Windows 10,N/A,N/A
Asus X541NA-GO008T,https://www.gadgets360.com/asus-x541na-go008t-6804,N/A,15.60-inch,1366x768 pixels,Celeron Dual Core,Windows 10,N/A,N/A
Acer Aspire F F5-571G,https://www.gadgets360.com/acer-aspire-f-f5-571g-6803,N/A,N/A,N/A,N/A,N/A,No,2.30 kg
Asus VivoBook S510UN-BQ132T,https://www.gadgets360.com/asus-vivobook-s510un-bq132t-6802,N/A,15.60-inch,1920x1080 pixels,Core i7,Windows 10,N/A,N/A
Dell Inspiron 13,https://www.gadgets360.com/dell-inspiron-13-6801,N/A,13.30-inch,1366x768 pixels,Core i7,Windows 10,N/A,N/A
Asus ROG GL752VW,https://www.gadgets360.com/asus-rog-gl752vw-6800,"₹ 139,879",17.30-inch,1920x1080 pixels,Core i7,Windows 10,N/A,N/A
Dell Latitude 7480,https://www.gadgets360.com/dell-latitude-7480-6799,N/A,14.00-inch,1920x1080 pixels,Core i5,Windows 10,N/A,N/A
HP EliteBook 850-G4-1BS49UT,https://www.gadgets360.com/hp-elitebook-850-g4-1bs49ut-6798,"₹ 155,046",15.60-inch,1920x1080 pixels,Core i5,Windows 10,N/A,N/A
Dell Inspiron I7570-7817SLV,https://www.gadgets360.com/dell-inspiron-i7570-7817slv-6797,"₹ 78,999",15.60-inch,1920x1080 pixels,Core i7,Windows 10,N/A,N/A
Dell XPS 9360,https://www.gadgets360.com/dell-xps-9360-6796,"₹ 125,173",13.30-inch,1920x1080 pixels,Core i7,Windows 10 Home,N/A,N/A
Panasonic ToughBook CF-532JCZYNM,https://www.gadgets360.com/panasonic-toughbook-cf-532jczynm-6795,"₹ 147,503",14.00-inch,1920x1080 pixels,Core i5,N/A,No,N/A
Dell Inspiron 5765,https://www.gadgets360.com/dell-inspiron-5765-6794,"₹ 72,102",17.30-inch,1366x768 pixels,Core i5,Linux,N/A,N/A
Alienware 13 ANW13,https://www.gadgets360.com/alienware-13-anw13-6793,N/A,13.30-inch,1920x1080 pixels,Core i5,Windows 8,N/A,N/A
Apple MacBook Air MD760HN/A,https://www.gadgets360.com/apple-macbook-air-md760hn-a-6792,N/A,13.30-inch,1440x900 pixels,Core i5,macOS,N/A,N/A
Asus X541NA-GO125,https://www.gadgets360.com/asus-x541na-go125-6791,N/A,15.60-inch,1920x1080 pixels,Pentium Dual Core,DOS,N/A,N/A
HP 15-BS654TU,https://www.gadgets360.com/hp-15-bs654tu-6790,N/A,15.60-inch,1920x1080 pixels,Core i3,Windows 10,N/A,N/A
Alienware 17 R3,https://www.gadgets360.com/alienware-17-r3-6788,"₹ 716,380",17.30-inch,1920x1080 pixels,Core i7,Windows 10,N/A,N/A
Microsoft Surface Book CR9-00013,https://www.gadgets360.com/microsoft-surface-book-cr9-00013-6787,N/A,13.30-inch,2256x1504 pixels,Core i5,Windows 10,N/A,N/A
Acer Aspire E E5-575G-30UG,https://www.gadgets360.com/acer-aspire-e-e5-575g-30ug-6786,N/A,15.60-inch,1366x768 pixels,Core i3,Windows 10 Home,N/A,N/A
Dell Vostro 14 3468,https://www.gadgets360.com/dell-vostro-14-3468-6785,"₹ 22,990",14.00-inch,1366x768 pixels,Celeron Dual Core,Windows 10,N/A,N/A
Acer Swift 3 SF314-52-50FX,https://www.gadgets360.com/acer-swift-3-sf314-52-50fx-6784,N/A,14.00-inch,1366x768 pixels,Core i5,Linux,N/A,N/A
Asus VivoBook X507MA-BR059T,https://www.gadgets360.com/asus-vivobook-x507ma-br059t-6783,"₹ 15,990",15.60-inch,1366x768 pixels,Pentium Dual Core,Windows 10,N/A,N/A
Asus VivoBook X510UA-EJ796T,https://www.gadgets360.com/asus-vivobook-x510ua-ej796t-6782,"₹ 28,790",15.60-inch,1920x1080 pixels,Core i3,Windows 10,N/A,N/A
HP Pavilion X360 15-BR019TX,https://www.gadgets360.com/hp-pavilion-x360-15-br019tx-6781,"₹ 42,939",15.00-inch,1366x768 pixels,Core i5,Windows 10,N/A,N/A
HP Pavilion 14-2UL53PA,https://www.gadgets360.com/hp-pavilion-14-2ul53pa-6780,N/A,14.00-inch,1920x1080 pixels,Core i3,Windows 10,N/A,N/A
Asus ROG FX553VE-DM318T,https://www.gadgets360.com/asus-rog-fx553ve-dm318t-6779,"₹ 68,000",15.60-inch,1920x1080 pixels,Core i7,Windows 10,N/A,N/A
HP 245 G5-Y0T72PA,https://www.gadgets360.com/hp-245-g5-y0t72pa-6778,N/A,14.00-inch,1366x768 pixels,APU Quad Core A6,DOS,N/A,N/A
Acer Aspire E E5-576-31WW,https://www.gadgets360.com/acer-aspire-e-e5-576-31ww-6777,"₹ 23,849",15.60-inch,1366x768 pixels,Core i3,DOS,N/A,N/A
Acer Aspire E SPIRE-ES1-521,https://www.gadgets360.com/acer-aspire-e-spire-es1-521-6776,"₹ 20,380",15.60-inch,1366x768 pixels,APU Dual Core A4,Linux,N/A,N/A
HP 15-BW526AU,https://www.gadgets360.com/hp-15-bw526au-6775,"₹ 9,994",15.60-inch,1920x1080 pixels,N/A,Windows 10,No,N/A
HP Envy x360 15T,https://www.gadgets360.com/hp-envy-x360-15t-6774,N/A,15.60-inch,1920x1080 pixels,Core i7,Windows 10 Home,N/A,N/A
HP 15Q-BU015TU,https://www.gadgets360.com/hp-15q-bu015tu-6773,N/A,15.60-inch,1366x768 pixels,Pentium Dual Core,Windows 10,N/A,N/A
Asus VivoBook W202NA-YS02,https://www.gadgets360.com/asus-vivobook-w202na-ys02-6772,"₹ 27,961",11.60-inch,1366x768 pixels,Celeron Dual Core,Windows 10,N/A,N/A
HP Spectre X360,https://www.gadgets360.com/hp-spectre-x360-6771,N/A,13.30-inch,1920x1080 pixels,Core i7,Windows 10 Professional,N/A,N/A
Acer TravelMate TMB117,https://www.gadgets360.com/acer-travelmate-tmb117-6770,"₹ 23,733",11.60-inch,1366x768 pixels,Celeron Dual Core,Windows 10,N/A,N/A
Dell Inspiron 5000 5758,https://www.gadgets360.com/dell-inspiron-5000-5758-6769,"₹ 61,232",17.30-inch,2160x1440 pixels,Core i3,Windows 7,N/A,N/A
HP 15-AY130NR,https://www.gadgets360.com/hp-15-ay130nr-6768,"₹ 67,151",15.60-inch,1920x1080 pixels,Core i5,Windows 10,N/A,N/A
HP W10H64,https://www.gadgets360.com/hp-w10h64-6767,"₹ 53,470",15.60-inch,1366x768 pixels,N/A,Windows 10,No,N/A
Asus X555DA-WS11,https://www.gadgets360.com/asus-x555da-ws11-6766,"₹ 69,169",15.60-inch,1920x1080 pixels,N/A,Windows 10,No,N/A
Lenovo ThinkPad 13,https://www.gadgets360.com/lenovo-thinkpad-13-6765,N/A,13.30-inch,1366x768 pixels,Celeron Dual Core,Windows 10 Professional,N/A,N/A
Dell FF8R6,https://www.gadgets360.com/dell-ff8r6-6764,N/A,14.00-inch,1366x768 pixels,Core i3,N/A,No,N/A
HP Pavilion 14-BF013TU,https://www.gadgets360.com/hp-pavilion-14-bf013tu-6763,N/A,14.00-inch,1920x1080 pixels,Core i3,Windows 10 Home,N/A,N/A
Razer Blade RZ09-01953E71-R3U1,https://www.gadgets360.com/razer-blade-rz09-01953e71-r3u1-6762,N/A,14.00-inch,1920x1080 pixels,Core i7,Windows 10 Home,N/A,N/A
Asus FX60VM-DM493T,https://www.gadgets360.com/asus-fx60vm-dm493t-6761,N/A,15.60-inch,1920x1080 pixels,Core i7,Windows 10,N/A,N/A
HP 15-BW519AU,https://www.gadgets360.com/hp-15-bw519au-6760,N/A,15.60-inch,N/A,APU Dual Core A9,Windows 10 Home,N/A,N/A
Acer TMP259-G2,https://www.gadgets360.com/acer-tmp259-g2-6759,N/A,15.60-inch,1366x768 pixels,Core i7,Linux,N/A,N/A
Asus VivoBook E12 E203NAH-FD080T,https://www.gadgets360.com/asus-vivobook-e12-e203nah-fd080t-6758,"₹ 18,990",11.60-inch,1366x768 pixels,N/A,Windows 10,No,N/A
Razer Stealth Blade RZ09-02394E31-R3U1,https://www.gadgets360.com/razer-stealth-blade-rz09-02394e31-r3u1-6757,N/A,13.30-inch,1920x1080 pixels,Core i7,Windows 10 Home,N/A,N/A
Dell Latitude 5175,https://www.gadgets360.com/dell-latitude-5175-6756,N/A,10.10-inch,1920x1080 pixels,Core i5,Windows 10,N/A,N/A
Dell Vostro 3478,https://www.gadgets360.com/dell-vostro-3478-6755,N/A,14.00-inch,1366x768 pixels,Core i3,DOS,N/A,N/A
Acer Switch 3 SW312-31-P946,https://www.gadgets360.com/acer-switch-3-sw312-31-p946-6754,N/A,12.50-inch,1366x768 pixels,Pentium Dual Core,Windows 10,N/A,N/A
Toshiba PS581U-00Y01L,https://www.gadgets360.com/toshiba-ps581u-00y01l-6753,"₹ 91,414",15.60-inch,1920x1080 pixels,Core i5,N/A,No,N/A
Dell Vostro 3578,https://www.gadgets360.com/dell-vostro-3578-6752,N/A,15.60-inch,1920x1080 pixels,Core i5,DOS,N/A,N/A
Asus UltraBook S406UA-BM204T,https://www.gadgets360.com/asus-ultrabook-s406ua-bm204t-6751,"₹ 45,356",14.00-inch,1366x768 pixels,Core i5,Windows 10,N/A,N/A
Asus UX370UA-C4195T,https://www.gadgets360.com/asus-ux370ua-c4195t-6750,"₹ 120,990",13.30-inch,1366x768 pixels,Core i7,Windows 10,N/A,N/A
Lenovo Yoga 920 13Isk,https://www.gadgets360.com/lenovo-yoga-920-13isk-6749,N/A,14.00-inch,1366x768 pixels,Core i7,Windows 10,N/A,N/A
Lenovo Yoga 3,https://www.gadgets360.com/lenovo-yoga-3-6748,N/A,14.00-inch,1366x768 pixels,Core i7,Windows 8,N/A,N/A
Lenovo IdeaPad Y 320,https://www.gadgets360.com/lenovo-ideapad-y-320-6747,"₹ 59,365",15.60-inch,1366x768 pixels,Core i7,Windows 10,N/A,N/A
Lenovo Yoga 510 14Ikb,https://www.gadgets360.com/lenovo-yoga-510-14ikb-6746,"₹ 42,741",14.00-inch,1920x1080 pixels,Core i5,Windows 10,N/A,N/A
Lenovo Yoga 500 14Isk,https://www.gadgets360.com/lenovo-yoga-500-14isk-6745,"₹ 54,000",14.00-inch,1920x1080 pixels,Core i7,Windows 10,N/A,N/A
Lenovo 710-14Ikb,https://www.gadgets360.com/lenovo-710-14ikb-6744,"₹ 51,136",14.00-inch,1920x1080 pixels,Core i5,Windows 10,N/A,N/A
Lenovo Yoga 500 14Ibd,https://www.gadgets360.com/lenovo-yoga-500-14ibd-6743,"₹ 40,500",14.00-inch,1920x1080 pixels,Core i5,Windows 8,N/A,N/A
Asus VivoBook X507UA-EJ179T,https://www.gadgets360.com/asus-vivobook-x507ua-ej179t-6742,N/A,15.60-inch,1920x1080 pixels,Core i3,Windows 10,N/A,N/A
Asus VivoBook X507UB-EJ186T,https://www.gadgets360.com/asus-vivobook-x507ub-ej186t-6741,"₹ 32,630",15.60-inch,1920x1080 pixels,Core i3,Windows 10,N/A,N/A
Asus VivoBook X507UA-EJ215T,https://www.gadgets360.com/asus-vivobook-x507ua-ej215t-6740,N/A,15.60-inch,1920x1080 pixels,Core i3,Windows 10,N/A,N/A
Asus VivoBook X507MA-BR072T,https://www.gadgets360.com/asus-vivobook-x507ma-br072t-6739,"₹ 18,990",15.60-inch,1366x768 pixels,Celeron Dual Core,Windows 10,N/A,N/A
Asus VivoBook X507UB-EJ187T,https://www.gadgets360.com/asus-vivobook-x507ub-ej187t-6738,N/A,15.60-inch,1920x1080 pixels,Core i3,Windows 10,N/A,N/A
Asus VivoBook X507UA-EJ180T,https://www.gadgets360.com/asus-vivobook-x507ua-ej180t-6737,N/A,15.60-inch,1920x1080 pixels,Core i3,Windows 10,N/A,N/A
MSI GL63-8RD-062IN,https://www.gadgets360.com/msi-gl63-8rd-062in-6736,"₹ 78,111",15.60-inch,1920x1080 pixels,Core i7,Windows 10,N/A,N/A
Lenovo IdeaPad 710S,https://www.gadgets360.com/lenovo-ideapad-710s-6735,N/A,15.60-inch,1920x1080 pixels,Core i5,Windows 10,N/A,N/A
HP 15-BS608TU,https://www.gadgets360.com/hp-15-bs608tu-6734,N/A,15.60-inch,N/A,APU Quad Core,Windows 10 Home,N/A,N/A
Asus R558UF-DM147D,https://www.gadgets360.com/asus-r558uf-dm147d-6733,N/A,15.60-inch,1920x1080 pixels,Core i5,DOS,N/A,N/A
Acer Swift 3 SF314-52-33G8,https://www.gadgets360.com/acer-swift-3-sf314-52-33g8-6732,"₹ 41,499",14.00-inch,1920x1080 pixels,Core i3,DOS,N/A,N/A
Asus X541NA-GO125T,https://www.gadgets360.com/asus-x541na-go125t-6731,N/A,15.60-inch,1366x768 pixels,N/A,Windows 10,No,N/A
Acer Aspire 3 A315-21,https://www.gadgets360.com/acer-aspire-3-a315-21-6730,N/A,15.60-inch,N/A,Celeron Dual Core,Windows 10 Home,N/A,N/A
Asus ROG GX501GI-EI004T,https://www.gadgets360.com/asus-rog-gx501gi-ei004t-6729,"₹ 287,990",15.60-inch,1920x1080 pixels,Core i7,Windows 10,N/A,N/A
Asus ROG Strix GL503GE-EN038T,https://www.gadgets360.com/asus-rog-strix-gl503ge-en038t-6728,N/A,15.60-inch,1920x1080 pixels,Core i7,Windows 10,N/A,N/A
MSI GP63-8RE-216IN,https://www.gadgets360.com/msi-gp63-8re-216in-6727,"₹ 110,390",15.60-inch,1920x1080 pixels,Core i7,Windows 10,N/A,N/A
Asus ROG GL503VM-FY166T,https://www.gadgets360.com/asus-rog-gl503vm-fy166t-6726,"₹ 107,910",15.60-inch,1920x1080 pixels,Core i7,Windows 10,N/A,N/A
Asus A555LF-XX192TY16,https://www.gadgets360.com/asus-a555lf-xx192ty16-6725,"₹ 39,981",15.60-inch,N/A,Core i5,Windows 10,No,N/A
Asus VivoBook R542UQ-DM164,https://www.gadgets360.com/asus-vivobook-r542uq-dm164-6724,N/A,15.60-inch,N/A,Core i5,DOS,N/A,N/A
HP 15-BS594TU,https://www.gadgets360.com/hp-15-bs594tu-6723,N/A,15.60-inch,1920x1080 pixels,Core i3,Windows 10,N/A,N/A
HP 11-AD023TU,https://www.gadgets360.com/hp-11-ad023tu-6722,"₹ 28,774",11.60-inch,1366x768 pixels,Pentium Dual Core,Windows 10,N/A,N/A
MSI PE62-7RE,https://www.gadgets360.com/msi-pe62-7re-6721,N/A,15.60-inch,1920x1080 pixels,Core i7,DOS,N/A,N/A
HP Pavilion X360 BR019TX,https://www.gadgets360.com/hp-pavilion-x360-br019tx-6720,"₹ 41,617",15.00-inch,1366x768 pixels,Core i5,Windows 10,N/A,N/A
MSI GL63-8RC,https://www.gadgets360.com/msi-gl63-8rc-6719,N/A,15.60-inch,N/A,Core i7,Windows 10 Home,N/A,N/A
MSI GL62-7RD-640IN,https://www.gadgets360.com/msi-gl62-7rd-640in-6718,N/A,15.60-inch,1920x1080 pixels,Core i7,Windows 10,N/A,N/A
HP 15-AY017TU,https://www.gadgets360.com/hp-15-ay017tu-6717,N/A,15.60-inch,N/A,Pentium Dual Core,Windows 10,N/A,N/A
Asus VivoBook Max A541UV-DM977T,https://www.gadgets360.com/asus-vivobook-max-a541uv-dm977t-6716,N/A,15.60-inch,N/A,Core i3,Windows 10 Home,N/A,N/A
Asus VivoBook Max X541UA-GO1345D,https://www.gadgets360.com/asus-vivobook-max-x541ua-go1345d-6715,"₹ 23,770",15.60-inch,1366x768 pixels,Core i3,DOS,N/A,N/A
Asus VivoBook S15 S510UN-BQ218T,https://www.gadgets360.com/asus-vivobook-s15-s510un-bq218t-6714,"₹ 53,294",15.60-inch,1920x1080 pixels,Core i5,Windows 10,N/A,N/A
HP 15-AU623TX,https://www.gadgets360.com/hp-15-au623tx-6713,N/A,15.60-inch,N/A,Core i5,Windows 10 Home,N/A,N/A
Asus VivoBook Max A541UV-DM978T,https://www.gadgets360.com/asus-vivobook-max-a541uv-dm978t-6712,N/A,15.60-inch,N/A,Core i3,Windows 10 Home,N/A,N/A
HP 14Q-BU004TU,https://www.gadgets360.com/hp-14q-bu004tu-6711,"₹ 20,369",14.00-inch,1366x768 pixels,Celeron Dual Core,Windows 10,N/A,N/A
Lenovo 320S-14Ikb,https://www.gadgets360.com/lenovo-320s-14ikb-6710,"₹ 29,199",14.00-inch,1920x1080 pixels,Core i3,Windows 10,N/A,N/A
Acer Aspire E E5-575-3203,https://www.gadgets360.com/acer-aspire-e-e5-575-3203-6709,N/A,15.60-inch,1366x768 pixels,Core i3,Linux,N/A,N/A
Acer Swift 3 SF314-52,https://www.gadgets360.com/acer-swift-3-sf314-52-6708,N/A,14.00-inch,N/A,Core i3,Linux,N/A,N/A
Asus VivoBook Max X541UV-GO638T,https://www.gadgets360.com/asus-vivobook-max-x541uv-go638t-6707,N/A,15.60-inch,1366x768 pixels,Core i3,Windows 10,N/A,N/A
Acer Aspire E ES-11-ES1-132,https://www.gadgets360.com/acer-aspire-e-es-11-es1-132-6706,"₹ 18,390",11.60-inch,1366x768 pixels,Celeron Dual Core,Windows 10 Home,N/A,N/A
Asus VivoBook S15 S510UN-BQ122T,https://www.gadgets360.com/asus-vivobook-s15-s510un-bq122t-6705,N/A,15.60-inch,N/A,Core i5,Windows 10 Home,N/A,N/A
Asus VivoBook Max X541UA-XO561T,https://www.gadgets360.com/asus-vivobook-max-x541ua-xo561t-6704,"₹ 24,739",15.60-inch,1366x768 pixels,Core i3,Windows 10,N/A,N/A
HP 15-BS579TX,https://www.gadgets360.com/hp-15-bs579tx-6703,N/A,15.60-inch,1366x768 pixels,Core i3,DOS,N/A,N/A
Asus VivoBook Max R541UV-DM526,https://www.gadgets360.com/asus-vivobook-max-r541uv-dm526-6701,"₹ 41,849",15.60-inch,1920x1080 pixels,Core i5,DOS,N/A,N/A
Asus A541UJ-DM067T,https://www.gadgets360.com/asus-a541uj-dm067t-6700,"₹ 29,751",15.60-inch,1920x1080 pixels,Core i3,Windows 10,N/A,N/A
