Name,Link,Price,Display Size,Display Resolution,Processor,OS,SSD,Weight
Dell Inspiron 3451,https://www.gadgets360.com/dell-inspiron-3451-7053,"₹ 56,053",14.00-inch,1366x768 pixels,Pentium Dual Core,Windows 8,N/A,N/A
Dell Inspiron 5558-6429SLV,https://www.gadgets360.com/dell-inspiron-5558-6429slv-7052,"₹ 97,994",15.60-inch,N/A,Core i7,Windows 8.1,No,N/A
Asus F554LA,https://www.gadgets360.com/asus-f554la-7051,"₹ 69,342",15.60-inch,1366x768 pixels,Core i5,Windows 10,N/A,N/A
HP EliteBook 745-G2,https://www.gadgets360.com/hp-elitebook-745-g2-7050,"₹ 63,511",14.00-inch,1366x768 pixels,N/A,N/A,N/A,N/A
Toshiba Satellite L15-B1330,https://www.gadgets360.com/toshiba-satellite-l15-b1330-7049,N/A,11.60-inch,1366x768 pixels,Celeron Dual Core,Windows 8.1,N/A,N/A
HP EliteBook 1040,https://www.gadgets360.com/hp-elitebook-1040-7048,"₹ 98,223",14.00-inch,1366x768 pixels,Core i5,Windows 7,N/A,N/A
Acer ChromeBook CB3-531-C4A5,https://www.gadgets360.com/acer-chromebook-cb3-531-c4a5-7047,"₹ 35,569",15.60-inch,N/A,Celeron Dual Core,Chrome OS,No,N/A
Dell Inspiron 5558-2571BLK,https://www.gadgets360.com/dell-inspiron-5558-2571blk-7046,N/A,15.60-inch,N/A,Core i7,Windows 8.1,No,N/A
Dell Latitude 3150,https://www.gadgets360.com/dell-latitude-3150-7045,"₹ 55,871",11.60-inch,1280x800 pixels,Pentium Dual Core,Windows 8,N/A,N/A
HP 15-AB157NR,https://www.gadgets360.com/hp-15-ab157nr-7044,"₹ 62,033",15.60-inch,1920x1080 pixels,Core i3,Windows 10,N/A,N/A
Toshiba Satellite P55W-C5210-4K,https://www.gadgets360.com/toshiba-satellite-p55w-c5210-4k-7043,"₹ 133,266",15.60-inch,1920x1080 pixels,Core i7,N/A,256GB,N/A
HP 14-AF110NR,https://www.gadgets360.com/hp-14-af110nr-7042,"₹ 36,481",14.00-inch,1366x768 pixels,N/A,N/A,32GB,1.90 kg
HP 15-F305DX,https://www.gadgets360.com/hp-15-f305dx-7041,N/A,15.60-inch,1920x1080 pixels,N/A,Windows 10,No,N/A
HP 15-AF174NR,https://www.gadgets360.com/hp-15-af174nr-7040,"₹ 66,266",15.60-inch,1920x1080 pixels,N/A,N/A,No,2.70 kg
HP EliteBook 755-G2,https://www.gadgets360.com/hp-elitebook-755-g2-7039,"₹ 107,104",15.60-inch,1920x1080 pixels,N/A,N/A,No,2.89 kg
HP Pavilion 17-G140NR,https://www.gadgets360.com/hp-pavilion-17-g140nr-7038,"₹ 92,225",17.30-inch,2160x1440 pixels,Core i3,N/A,No,N/A
Dell Inspiron I5555-0000BLK,https://www.gadgets360.com/dell-inspiron-i5555-0000blk-7037,"₹ 56,294",15.60-inch,1920x1080 pixels,Core i5,Windows 8,N/A,N/A
HP Pavilion 17-G161US,https://www.gadgets360.com/hp-pavilion-17-g161us-7036,"₹ 63,041",17.30-inch,2160x1440 pixels,Core i3,Windows 10,N/A,N/A
Asus X751MA-DH21TQ,https://www.gadgets360.com/asus-x751ma-dh21tq-7035,N/A,17.30-inch,2160x1440 pixels,Pentium Dual Core,N/A,No,N/A
Dell XPS 13 9350-4007SLV,https://www.gadgets360.com/dell-xps-13-9350-4007slv-7034,"₹ 112,338",13.30-inch,1366x768 pixels,Core i5,Windows 10,N/A,N/A
Microsoft Surface DAG-00001,https://www.gadgets360.com/microsoft-surface-dag-00001-7033,"₹ 114,999",13.30-inch,2256x1504 pixels,Core i5,Windows 10,N/A,N/A
Asus VivoBook Max X541UA-GO1304D,https://www.gadgets360.com/asus-vivobook-max-x541ua-go1304d-7032,N/A,15.60-inch,1920x1080 pixels,Core i3,DOS,N/A,N/A
Asus ZenBook UX360CA,https://www.gadgets360.com/asus-zenbook-ux360ca-7030,N/A,13.30-inch,1920x1080 pixels,Core i5,Windows 10,N/A,N/A
Asus VivoBook F402BA-EB91,https://www.gadgets360.com/asus-vivobook-f402ba-eb91-7029,"₹ 86,424",14.00-inch,1366x768 pixels,N/A,Windows 10,No,N/A
Lenovo E470,https://www.gadgets360.com/lenovo-e470-7027,N/A,14.00-inch,N/A,Core i3,DOS,No,N/A
Lenovo IdeaPad N42,https://www.gadgets360.com/lenovo-ideapad-n42-7026,"₹ 34,571",N/A,N/A,Celeron Dual Core,Chrome OS,16GB,N/A
MSI GL62M-7REX,https://www.gadgets360.com/msi-gl62m-7rex-7025,N/A,15.60-inch,1920x1080 pixels,Core i7,Windows 10 Home,N/A,N/A
Asus ZenBook,https://www.gadgets360.com/asus-zenbook-7024,"₹ 76,355",13.30-inch,3200x1800 pixels,Core i5,Windows 10,N/A,N/A
HP 14-P0E19UT,https://www.gadgets360.com/hp-14-p0e19ut-7023,"₹ 91,523",14.00-inch,1920x1080 pixels,N/A,N/A,32GB,2.10 kg
Lenovo ThinkPad Yoga 460,https://www.gadgets360.com/lenovo-thinkpad-yoga-460-7022,N/A,12.50-inch,1280x800 pixels,Core i5,N/A,No,N/A
Acer Aspire E E5-575G-57KJ,https://www.gadgets360.com/acer-aspire-e-e5-575g-57kj-7021,N/A,15.60-inch,1366x768 pixels,Core i5,Windows 10,N/A,N/A
MSI Leopard Pro GS63VR-7RF,https://www.gadgets360.com/msi-leopard-pro-gs63vr-7rf-7020,N/A,15.60-inch,1920x1080 pixels,Core i7,Windows 10,N/A,N/A
Asus ROG Strix GL503VD-DB71,https://www.gadgets360.com/asus-rog-strix-gl503vd-db71-7019,N/A,15.60-inch,1920x1080 pixels,Core i7,Windows 10 Home,N/A,N/A
Asus ROG Strix GL703VD,https://www.gadgets360.com/asus-rog-strix-gl703vd-7018,"₹ 133,900",17.30-inch,1920x1080 pixels,Core i7,Windows 10 Home,N/A,N/A
Dell Inspiron Pro I5378-5896GRY,https://www.gadgets360.com/dell-inspiron-pro-i5378-5896gry-7017,"₹ 104,351",13.30-inch,1920x1080 pixels,Core i5,Windows 10,N/A,N/A
Asus X540LA-XX441T,https://www.gadgets360.com/asus-x540la-xx441t-7014,N/A,15.60-inch,1366x768 pixels,Core i3,Windows 10,N/A,N/A
HP Pavilion 15-P066US,https://www.gadgets360.com/hp-pavilion-15-p066us-7013,"₹ 52,895",15.60-inch,1366x768 pixels,Core i3,Windows 8.1,N/A,N/A
Asus X541UA-DM883T,https://www.gadgets360.com/asus-x541ua-dm883t-7011,N/A,15.60-inch,1920x1080 pixels,Core i3,Windows 10,N/A,N/A
Acer Aspire One A114-31-C4HH,https://www.gadgets360.com/acer-aspire-one-a114-31-c4hh-7010,N/A,14.00-inch,N/A,Celeron Dual Core,Windows 10,No,N/A
Acer Gateway NE46RS-PQC,https://www.gadgets360.com/acer-gateway-ne46rs-pqc-7009,N/A,14.00-inch,1366x768 pixels,APU Quad Core,DOS,N/A,N/A
HP 15-BY002AU,https://www.gadgets360.com/hp-15-by002au-7008,"₹ 23,397",15.60-inch,1920x1080 pixels,N/A,Windows 10,No,N/A
Acer Aspire One R3-131T-P7HA,https://www.gadgets360.com/acer-aspire-one-r3-131t-p7ha-7007,N/A,11.60-inch,1366x768 pixels,Pentium Dual Core,Windows 10,N/A,N/A
Acer Spin SP315-51,https://www.gadgets360.com/acer-spin-sp315-51-7006,N/A,15.60-inch,1366x768 pixels,Core i3,Windows 10,N/A,N/A
HP Pavilion 15-AU112TX,https://www.gadgets360.com/hp-pavilion-15-au112tx-7005,"₹ 53,000",15.60-inch,1920x1080 pixels,Core i5,Windows 10,N/A,N/A
Asus A541UV-DM978,https://www.gadgets360.com/asus-a541uv-dm978-7004,N/A,15.60-inch,1920x1080 pixels,Core i3,Linux,N/A,N/A
HP 15-BR010TX,https://www.gadgets360.com/hp-15-br010tx-7003,N/A,15.60-inch,1920x1080 pixels,Core i7,Windows 10 Home,N/A,N/A
Asus A541UV-DM977,https://www.gadgets360.com/asus-a541uv-dm977-7002,N/A,15.60-inch,1920x1080 pixels,Core i3,DOS,N/A,N/A
MSI 7REX-2068IN,https://www.gadgets360.com/msi-7rex-2068in-7000,N/A,15.60-inch,1920x1080 pixels,Core i7,Windows 10,N/A,N/A
Asus S510UN-BQ122T,https://www.gadgets360.com/asus-s510un-bq122t-6999,N/A,15.60-inch,1920x1080 pixels,Core i5,Windows 10,N/A,N/A
Asus ROG GL552VW-DH71,https://www.gadgets360.com/asus-rog-gl552vw-dh71-6998,N/A,15.00-inch,1920x1080 pixels,Core i7,Windows 10,N/A,N/A
Asus C101PA-DB02,https://www.gadgets360.com/asus-c101pa-db02-6997,N/A,10.10-inch,1920x1080 pixels,N/A,Chrome OS,No,N/A
Samsung NP800G5M-X01US,https://www.gadgets360.com/samsung-np800g5m-x01us-6996,N/A,15.60-inch,1920x1080 pixels,Core i7,Windows 10,128GB,N/A
HP 15-BS540TU,https://www.gadgets360.com/hp-15-bs540tu-6995,N/A,15.60-inch,1920x1080 pixels,Core i5,DOS,N/A,N/A
Acer Nitro 5 AN515-51-75A2,https://www.gadgets360.com/acer-nitro-5-an515-51-75a2-6994,N/A,15.60-inch,1920x1080 pixels,Core i7,Windows 10,N/A,N/A
HP 15-AY115TX,https://www.gadgets360.com/hp-15-ay115tx-6993,"₹ 46,500",15.60-inch,1920x1080 pixels,Core i7,DOS,N/A,N/A
Acer Spin SP513-51,https://www.gadgets360.com/acer-spin-sp513-51-6992,N/A,13.30-inch,1920x1080 pixels,Core i3,Windows 10,N/A,N/A
Acer Nitro 5 AN515-41-F6VS,https://www.gadgets360.com/acer-nitro-5-an515-41-f6vs-6991,N/A,15.60-inch,1920x1080 pixels,Core i5,Windows 10,N/A,N/A
Asus VivoBook F510UA-AH51,https://www.gadgets360.com/asus-vivobook-f510ua-ah51-6990,N/A,15.60-inch,1920x1080 pixels,Core i7,Windows 10,N/A,N/A
Acer TravelMate TMP278-MG-52D8,https://www.gadgets360.com/acer-travelmate-tmp278-mg-52d8-6989,N/A,17.30-inch,1920x1080 pixels,Core i5,N/A,No,N/A
Lenovo ThinkPad Yoga 370,https://www.gadgets360.com/lenovo-thinkpad-yoga-370-6988,N/A,13.30-inch,1920x1080 pixels,APU Quad Core,Windows 10 Professional,N/A,N/A
Acer Aspire P3-171,https://www.gadgets360.com/acer-aspire-p3-171-6987,N/A,11.60-inch,N/A,Core i3,Windows 8,N/A,N/A
HP 15Q-BU003TU,https://www.gadgets360.com/hp-15q-bu003tu-6986,"₹ 27,405",15.60-inch,1920x1080 pixels,Core i3,DOS,N/A,N/A
HP 15-AC646TX,https://www.gadgets360.com/hp-15-ac646tx-6985,N/A,15.60-inch,1366x768 pixels,Core i5,Windows 10,N/A,N/A
Asus A553SA-XX173D,https://www.gadgets360.com/asus-a553sa-xx173d-6984,"₹ 25,900",15.60-inch,1366x768 pixels,Core i3,DOS,N/A,N/A
Asus A555LA-XX2561T,https://www.gadgets360.com/asus-a555la-xx2561t-6983,"₹ 24,900",15.60-inch,1366x768 pixels,Core i3,Windows 10,N/A,N/A
MSI Leopard Pro GS63VR-7RG,https://www.gadgets360.com/msi-leopard-pro-gs63vr-7rg-6982,N/A,15.60-inch,1920x1080 pixels,Core i7,Windows 10,256GB,N/A
Asus ZenBook UX330-UX330UA-FC082T,https://www.gadgets360.com/asus-zenbook-ux330-ux330ua-fc082t-6981,N/A,13.30-inch,1920x1080 pixels,Core i5,Windows 10,N/A,N/A
Asus A553SA-XX050D,https://www.gadgets360.com/asus-a553sa-xx050d-6980,N/A,15.60-inch,1366x768 pixels,Pentium Dual Core,DOS,No,N/A
Dell 15 R3 Z569984SIN9,https://www.gadgets360.com/dell-15-r3-z569984sin9-6979,N/A,15.60-inch,1920x1080 pixels,Core i7,Windows 10,N/A,N/A
Asus VivoBook S510UN-BQ139T,https://www.gadgets360.com/asus-vivobook-s510un-bq139t-6978,N/A,15.60-inch,1920x1080 pixels,Core i7,Windows 10,N/A,N/A
Samsung NP800G5M-X02US,https://www.gadgets360.com/samsung-np800g5m-x02us-6977,N/A,15.60-inch,1920x1080 pixels,Core i7,Windows 10,N/A,N/A
Asus S510UQ-EB76,https://www.gadgets360.com/asus-s510uq-eb76-6976,N/A,15.60-inch,1920x1080 pixels,Core i7,Windows 10,N/A,N/A
Asus ROG GL551JW-DS71,https://www.gadgets360.com/asus-rog-gl551jw-ds71-6974,N/A,15.60-inch,1920x1080 pixels,Core i7,Windows 8,N/A,N/A
HP Pavilion X360 15-CC065NR,https://www.gadgets360.com/hp-pavilion-x360-15-cc065nr-6973,"₹ 109,764",15.60-inch,1366x768 pixels,Core i3,Windows 10 Home,N/A,N/A
Acer Aspire E E-15-E5-574G-54Y2,https://www.gadgets360.com/acer-aspire-e-e-15-e5-574g-54y2-6972,N/A,15.60-inch,1920x1080 pixels,Core i5,Windows 10,N/A,N/A
Lenovo ThinkPad Yoga 11E,https://www.gadgets360.com/lenovo-thinkpad-yoga-11e-6971,N/A,11.60-inch,1366x768 pixels,Celeron Dual Core,N/A,128GB,N/A
Acer Aspire E E5-523-97JY,https://www.gadgets360.com/acer-aspire-e-e5-523-97jy-6970,"₹ 61,757",15.60-inch,1366x768 pixels,Core i5,Linux,N/A,N/A
HP 17-X007CY,https://www.gadgets360.com/hp-17-x007cy-6969,"₹ 70,211",17.30-inch,N/A,Core i3,N/A,No,N/A
HP 17-Y002CY,https://www.gadgets360.com/hp-17-y002cy-6967,"₹ 63,560",17.30-inch,1600x900 pixels,APU Quad Core A12,N/A,No,N/A
HP 15-BS547TU,https://www.gadgets360.com/hp-15-bs547tu-6966,N/A,15.60-inch,1366x768 pixels,Pentium Dual Core,Windows 10,N/A,N/A
Dell Inspiron Pro I3567-5820BLK,https://www.gadgets360.com/dell-inspiron-pro-i3567-5820blk-6965,N/A,15.60-inch,1366x768 pixels,Core i5,Windows 10,N/A,N/A
HP 348 G4-1AA06PA,https://www.gadgets360.com/hp-348-g4-1aa06pa-6964,N/A,14.00-inch,1366x768 pixels,Core i5,DOS,N/A,N/A
Dell Latitude FV8W7,https://www.gadgets360.com/dell-latitude-fv8w7-6963,N/A,14.00-inch,1600x900 pixels,Core i5,N/A,No,N/A
Lenovo Yoga N23,https://www.gadgets360.com/lenovo-yoga-n23-6962,N/A,11.60-inch,N/A,Celeron Dual Core,Chrome OS,No,1.35 kg
Acer Aspire F F15-F5-573G-510L,https://www.gadgets360.com/acer-aspire-f-f15-f5-573g-510l-6961,"₹ 79,661",15.60-inch,1920x1080 pixels,Core i5,Windows 10 Home,N/A,N/A
HP 250 G6-2RC10PA,https://www.gadgets360.com/hp-250-g6-2rc10pa-6960,N/A,15.60-inch,1366x768 pixels,Core i5,DOS,N/A,N/A
Asus ROG GL551,https://www.gadgets360.com/asus-rog-gl551-6959,N/A,15.00-inch,1920x1080 pixels,Core i7,Windows 10,N/A,N/A
Acer TravelMate P259-M-3383,https://www.gadgets360.com/acer-travelmate-p259-m-3383-6958,N/A,15.60-inch,1920x1080 pixels,Core i3,Windows 10,N/A,N/A
Dell XPMM1,https://www.gadgets360.com/dell-xpmm1-6957,N/A,14.00-inch,1366x768 pixels,Core i5,Windows 10,N/A,N/A
Dell XPS 12,https://www.gadgets360.com/dell-xps-12-6956,N/A,12.50-inch,1920x1080 pixels,Core i7,Windows 8,N/A,N/A
Asus ROG GL502VM-DS74,https://www.gadgets360.com/asus-rog-gl502vm-ds74-6955,N/A,15.60-inch,1920x1080 pixels,Core i7,Windows 10,N/A,N/A
Dell 2JVJK,https://www.gadgets360.com/dell-2jvjk-6954,N/A,14.00-inch,1366x768 pixels,Core i3,Ubuntu,N/A,N/A
Asus X541NA-GO017,https://www.gadgets360.com/asus-x541na-go017-6953,N/A,15.60-inch,1366x768 pixels,Celeron Dual Core,DOS,N/A,N/A
Asus X541NA-GO121,https://www.gadgets360.com/asus-x541na-go121-6952,N/A,15.60-inch,1366x768 pixels,Pentium Dual Core,DOS,N/A,N/A
Acer Aspire R5 471T-50UD,https://www.gadgets360.com/acer-aspire-r5-471t-50ud-6951,N/A,14.00-inch,1920x1080 pixels,Core i5,Windows 10,N/A,N/A
HP 15Q-BY001AU,https://www.gadgets360.com/hp-15q-by001au-6950,N/A,15.60-inch,1366x768 pixels,APU Dual Core E2,DOS,N/A,N/A
Dell Inspiron 3179,https://www.gadgets360.com/dell-inspiron-3179-6949,N/A,11.60-inch,1920x1080 pixels,Core i3,Windows 10,N/A,N/A
HP 250 G5-2FF84PA,https://www.gadgets360.com/hp-250-g5-2ff84pa-6948,N/A,15.60-inch,1366x768 pixels,Core i3,Windows 10,N/A,N/A
Asus VivoBook X542BA-DH99,https://www.gadgets360.com/asus-vivobook-x542ba-dh99-6947,N/A,15.60-inch,1366x768 pixels,APU Dual Core A9,Windows 10,N/A,N/A
Acer Aspire E E5-553,https://www.gadgets360.com/acer-aspire-e-e5-553-6945,N/A,15.60-inch,1366x768 pixels,APU Quad Core A10,Windows 10,N/A,N/A
Dell Latitude 14 7000 J350V,https://www.gadgets360.com/dell-latitude-14-7000-j350v-6944,N/A,14.00-inch,1920x1080 pixels,Core i5,Windows 10,N/A,N/A
HP Envy x360 15-AQ165NR,https://www.gadgets360.com/hp-envy-x360-15-aq165nr-6942,N/A,N/A,1920x1080 pixels,Core i7,Windows 10,No,N/A
Dell Latitude 7370,https://www.gadgets360.com/dell-latitude-7370-6941,N/A,13.30-inch,3200x1800 pixels,Core M,Windows 10 Professional,N/A,N/A
Lenovo E41 15,https://www.gadgets360.com/lenovo-e41-15-6940,"₹ 29,499",14.00-inch,1920x1080 pixels,APU Quad Core A6,Windows 10,N/A,N/A
Hisense ChromeBook B01KOPSLLK,https://www.gadgets360.com/hisense-chromebook-b01kopsllk-6939,"₹ 31,187",11.60-inch,N/A,APU Quad Core,Chrome OS,16GB,1.61 kg
HP EliteBook 9480M-K1C49PA,https://www.gadgets360.com/hp-elitebook-9480m-k1c49pa-6938,"₹ 110,943",14.00-inch,1366x768 pixels,Core i5,Windows 8.1,N/A,N/A
HP Pavilion 15-AB215CY,https://www.gadgets360.com/hp-pavilion-15-ab215cy-6937,"₹ 53,161",15.60-inch,1366x768 pixels,Core i5,Windows 10 Home,N/A,N/A
HP B071S97P2G,https://www.gadgets360.com/hp-b071s97p2g-6936,"₹ 73,217",17.30-inch,1600x900 pixels,Core i5,Windows 10,N/A,N/A
HP ZBook 15U-G3,https://www.gadgets360.com/hp-zbook-15u-g3-6935,N/A,15.00-inch,1366x768 pixels,Core i7,Windows 10,N/A,N/A
Asus ZenBook UX510UW-RB71,https://www.gadgets360.com/asus-zenbook-ux510uw-rb71-6934,"₹ 106,731",15.60-inch,1920x1080 pixels,Core i7,Windows 10,N/A,N/A
Dell Latitude 2P9Y8,https://www.gadgets360.com/dell-latitude-2p9y8-6933,N/A,12.50-inch,1366x768 pixels,Core i5,Linux,N/A,N/A
Asus X541NA,https://www.gadgets360.com/asus-x541na-6932,"₹ 23,994",15.60-inch,1366x768 pixels,Pentium Dual Core,Windows 10,N/A,N/A
Asus S56CA-WH31,https://www.gadgets360.com/asus-s56ca-wh31-6931,N/A,15.60-inch,1366x768 pixels,Core i3,Windows 8.1,N/A,N/A
Dell Latitude 3885,https://www.gadgets360.com/dell-latitude-3885-6930,"₹ 114,759",14.00-inch,N/A,Core i5,Windows 7,256GB,3.74 kg
Samsung NP270E4E-K01US,https://www.gadgets360.com/samsung-np270e4e-k01us-6929,"₹ 100,872",14.00-inch,1366x768 pixels,Core i3,Windows 10,N/A,N/A
Dell Latitude 3540,https://www.gadgets360.com/dell-latitude-3540-6928,N/A,15.50-inch,1366x768 pixels,Core i5,Windows 8.1,N/A,N/A
Asus X550LA-SI50402W,https://www.gadgets360.com/asus-x550la-si50402w-6927,N/A,15.60-inch,N/A,Core i5,Windows 8,No,N/A
Dell Inspiron I3531-4975BK,https://www.gadgets360.com/dell-inspiron-i3531-4975bk-6926,"₹ 46,799",15.60-inch,1366x768 pixels,Celeron Dual Core,Windows 8.1,N/A,N/A
HP 350 G1-K4L54UT,https://www.gadgets360.com/hp-350-g1-k4l54ut-6925,"₹ 79,602",15.60-inch,1366x768 pixels,Core i5,Windows 7,N/A,N/A
HP J2X51UAABA,https://www.gadgets360.com/hp-j2x51uaaba-6924,"₹ 81,018",15.60-inch,1366x768 pixels,Core i5,Windows 8.1,N/A,N/A
HP 15-G013DX,https://www.gadgets360.com/hp-15-g013dx-6923,"₹ 46,822",15.60-inch,1366x768 pixels,APU Quad Core A8,Windows 8.1,N/A,N/A
HP 350 G1-K4L87UT,https://www.gadgets360.com/hp-350-g1-k4l87ut-6922,"₹ 61,253",15.60-inch,1366x768 pixels,Core i3,Windows 8.1,N/A,N/A
Dell Inspiron I3542-2600BK,https://www.gadgets360.com/dell-inspiron-i3542-2600bk-6921,"₹ 65,124",15.60-inch,1366x768 pixels,Core i3,Windows 7,N/A,N/A
HP Pavilion 17-F215DX,https://www.gadgets360.com/hp-pavilion-17-f215dx-6920,"₹ 90,517",17.30-inch,N/A,Core i5,Windows 8.1,No,2.82 kg
Dell Inspiron I3542-6600BK,https://www.gadgets360.com/dell-inspiron-i3542-6600bk-6919,"₹ 47,932",15.60-inch,1366x768 pixels,Core i3,Windows 7,N/A,N/A
Asus R556LA-RH51,https://www.gadgets360.com/asus-r556la-rh51-6918,N/A,15.60-inch,1366x768 pixels,Core i5,Windows 10,N/A,N/A
Asus ROG GL753VE-DS74,https://www.gadgets360.com/asus-rog-gl753ve-ds74-6917,N/A,17.30-inch,1920x1080 pixels,Core i7,Windows 10,N/A,N/A
Dell Inspiron 15R I15RMT-4902LV,https://www.gadgets360.com/dell-inspiron-15r-i15rmt-4902lv-6916,"₹ 74,654",15.60-inch,N/A,Core i5,Windows 8,No,2.32 kg
Jumper Ezbook,https://www.gadgets360.com/jumper-ezbook-6913,N/A,14.00-inch,1920x1080 pixels,Core i7,Windows 10,N/A,N/A
HP ZBook G3,https://www.gadgets360.com/hp-zbook-g3-6912,N/A,15.60-inch,1920x1080 pixels,Core i5,Windows 10,N/A,N/A
HP Pavilion X360 13-U163NR,https://www.gadgets360.com/hp-pavilion-x360-13-u163nr-6911,N/A,13.30-inch,1366x768 pixels,Core i5,Windows 10,N/A,N/A
MSI GF62VR-877,https://www.gadgets360.com/msi-gf62vr-877-6910,N/A,15.60-inch,1920x1080 pixels,Core i7,Windows 10 Home,N/A,N/A
Acer Spin 5 SP515-51GN-807G,https://www.gadgets360.com/acer-spin-5-sp515-51gn-807g-6909,N/A,15.60-inch,1920x1080 pixels,Core i7,Windows 10,N/A,N/A
HP Omen 15-CE072TX,https://www.gadgets360.com/hp-omen-15-ce072tx-6908,N/A,15.60-inch,1920x1080 pixels,Core i7,Windows 10 Home,N/A,N/A
HP Geforce 940MX,https://www.gadgets360.com/hp-geforce-940mx-6907,"₹ 62,999",N/A,N/A,Core i5,Windows 10 Home,No,N/A
HP Pavilion 15-AC619TX,https://www.gadgets360.com/hp-pavilion-15-ac619tx-6906,"₹ 66,500",15.60-inch,1920x1080 pixels,Core i7,Windows 10 Home,N/A,N/A
MSI Titan Pro GT75VR,https://www.gadgets360.com/msi-titan-pro-gt75vr-6905,"₹ 475,000",17.30-inch,1920x1080 pixels,Core i7,Windows 10 Home,N/A,N/A
HP Envy 13-AD125TU,https://www.gadgets360.com/hp-envy-13-ad125tu-6904,N/A,13.30-inch,1920x1080 pixels,Core i5,Windows 10 Home,N/A,N/A
HP 250 G1,https://www.gadgets360.com/hp-250-g1-6903,"₹ 111,000",15.60-inch,N/A,Core i3,DOS,No,N/A
Asus X541UA-DM1295T,https://www.gadgets360.com/asus-x541ua-dm1295t-6902,N/A,15.60-inch,N/A,Core i3,Windows 10 Home,N/A,N/A
HP Envy 13-AD127TU,https://www.gadgets360.com/hp-envy-13-ad127tu-6901,N/A,13.30-inch,1920x1080 pixels,Core i7,Windows 10 Home,N/A,N/A
MSI GP62M-7REX,https://www.gadgets360.com/msi-gp62m-7rex-6900,N/A,15.60-inch,1920x1080 pixels,Core i7,Windows 10 Home,N/A,N/A
HP Envy 13-AD079TU,https://www.gadgets360.com/hp-envy-13-ad079tu-6899,N/A,13.30-inch,1920x1080 pixels,Core i3,Windows 10 Home,N/A,N/A
HP Pavilion Power 15-CB054TX,https://www.gadgets360.com/hp-pavilion-power-15-cb054tx-6898,N/A,15.60-inch,1920x1080 pixels,Core i5,Windows 10 Home,N/A,N/A
HP Envy 13-AD126TU,https://www.gadgets360.com/hp-envy-13-ad126tu-6897,N/A,13.30-inch,1920x1080 pixels,Core i5,Windows 10 Home,N/A,N/A
HP Envy 13-AD128TU,https://www.gadgets360.com/hp-envy-13-ad128tu-6896,N/A,13.30-inch,1920x1080 pixels,Core i7,Windows 10 Home,N/A,N/A
MSI GP62MVR-7RFX,https://www.gadgets360.com/msi-gp62mvr-7rfx-6895,N/A,15.60-inch,1920x1080 pixels,Core i7,Windows 10 Home,N/A,N/A
MSI GT75VR-7RF,https://www.gadgets360.com/msi-gt75vr-7rf-6894,N/A,17.30-inch,1920x1080 pixels,Core i7,Windows 10 Home,N/A,N/A
HP Pavilion Power 15-CB052TX,https://www.gadgets360.com/hp-pavilion-power-15-cb052tx-6893,N/A,15.60-inch,1920x1080 pixels,Core i7,Windows 10 Home,N/A,N/A
HP 15Q-BU013TU,https://www.gadgets360.com/hp-15q-bu013tu-6892,N/A,15.60-inch,1366x768 pixels,Core i3,Windows 10 Home,N/A,N/A
HP 15Q-BU012TX,https://www.gadgets360.com/hp-15q-bu012tx-6891,N/A,15.60-inch,1366x768 pixels,Core i5,Windows 10 Home,N/A,N/A
HP Imprint 15Q-BU011TX,https://www.gadgets360.com/hp-imprint-15q-bu011tx-6890,N/A,15.60-inch,1366x768 pixels,Core i5,DOS,N/A,N/A
Asus R558UQ-DM1286D,https://www.gadgets360.com/asus-r558uq-dm1286d-6889,N/A,15.60-inch,1920x1080 pixels,Core i5,DOS,N/A,N/A
MSI GL62M-7RC,https://www.gadgets360.com/msi-gl62m-7rc-6888,N/A,15.60-inch,1920x1080 pixels,Core i7,DOS,N/A,N/A
Lava Helium T100,https://www.gadgets360.com/lava-helium-t100-6887,"₹ 14,999",12.50-inch,1280x800 pixels,Atom Quad Core,Windows 10 Home,N/A,N/A
Asus X540YA-XO290T,https://www.gadgets360.com/asus-x540ya-xo290t-6886,N/A,15.60-inch,1366x768 pixels,APU Quad Core E2,Windows 10 Home,N/A,N/A
Lava Helium C121,https://www.gadgets360.com/lava-helium-c121-6885,"₹ 9,999",12.50-inch,1366x768 pixels,Atom Quad Core,Windows 10 Home,N/A,N/A
Asus UX430UA-GV029T,https://www.gadgets360.com/asus-ux430ua-gv029t-6884,"₹ 76,990",14.00-inch,1920x1080 pixels,Core i5,Windows 10 Home,N/A,N/A
Asus UX430UA-GV223T,https://www.gadgets360.com/asus-ux430ua-gv223t-6883,"₹ 77,000",14.00-inch,1920x1080 pixels,Core i5,Windows 10 Home,N/A,N/A
Asus UX430UQ-GV151T,https://www.gadgets360.com/asus-ux430uq-gv151t-6882,"₹ 92,900",14.00-inch,1920x1080 pixels,Core i7,Windows 10 Home,N/A,N/A
AGB Orion ZQ2501,https://www.gadgets360.com/agb-orion-zq2501-6881,"₹ 65,499",14.00-inch,1920x1080 pixels,Core i7,Windows 10,N/A,N/A
AGB Orion ZQ0812,https://www.gadgets360.com/agb-orion-zq0812-6880,"₹ 64,499",14.00-inch,1920x1080 pixels,Core i7,Windows 10,N/A,N/A
AGB Orion RA0324,https://www.gadgets360.com/agb-orion-ra0324-6879,"₹ 61,999",N/A,N/A,Core i7,Windows 10,No,N/A
AGB Octev AB1210,https://www.gadgets360.com/agb-octev-ab1210-6878,N/A,15.60-inch,N/A,Core i7,Windows 10,N/A,N/A
